"","x"
"(Intercept)",-72.0068554304549
"month",5.42842845182877
"hour",-0.498442897060712
"DayofWeek1",40.6032416257265
"DayofWeek2",43.2057944958603
"DayofWeek3",49.4407783232537
"DayofWeek4",45.7158877014743
"DayofWeek5",43.7861985747851
"DayofWeek6",10.0581966025339
"Peakhour",39.9000178177767
"Temperature",0.996377329103593
